;Ürün Kodu;Marka;Seri;Model;Araç Yılı;Kilometre;Vites Tipi;Yakıt Tipi;Kasa Tipi;Renk;Motor Hacmi;Motor Gücü;Çekiş Tipi;Ortalama Yakıt Tüketimi;Depo Hacmi;Boya/Değişen Bilgisi;Fiyat
1673;23458912;Toyota;Yaris;1.33 Style;2013;142.000 km;Otomatik;Benzin;Hatchback/5;Beyaz;1329 cc;99 hp;Önden Çekiş;5 lt;42 lt;5 boyalı;650.000
1674;23176670;Toyota;Corolla;1.4 D-4D Premium;2015;216.000 km;Düz;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;5 boyalı;750.000
1675;23615891;Toyota;Avensis;1.6 Elegant Extra;2012;192.046 km;Düz;LPG & Benzin;Sedan;Gri (Gümüş);1598 cc;132 hp;Önden Çekiş;6,5 lt;60 lt;2 değişen, 2 boyalı;800.000
1676;23610822;Toyota;Corolla;1.8 Hybrid Flame X-Pack;2023;6.001 km;Otomatik;Hibrit;Hatchback/5;Gri;1798 cc;98 hp;Önden Çekiş;3,5 lt;43 lt;Tamamı orjinal;1.625.000
1677;23614734;Toyota;Corolla;1.4 D-4D Comfort Extra;2012;152.000 km;Düz;Dizel;Sedan;Gri;1364 cc;90 hp;Önden Çekiş;4,7 lt;55 lt;Tamamı orjinal;690.000
1678;23614284;Toyota;Corolla;1.5 Dream;2022;18.000 km;Otomatik;Benzin;Sedan;Beyaz;1490 cc;125 hp;Önden Çekiş;5,8 lt;50 lt;Tamamı orjinal;1.050.000
1679;23613866;Toyota;Avensis;1.6 Elegant;2010;198.000 km;Düz;LPG & Benzin;Sedan;Gri (Gümüş);1598 cc;132 hp;Önden Çekiş;6,5 lt;60 lt;1 değişen, 4 boyalı;589.000
1681;23613643;Toyota;Corolla;1.5 Flame;2021;60.000 km;Otomatik;Benzin;Sedan;Füme;1490 cc;125 hp;Önden Çekiş;5,8 lt;50 lt;Tamamı orjinal;1.140.000
1682;23613639;Toyota;Corolla;1.6 Life;2018;26.500 km;Düz;Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;6,3 lt;55 lt;Belirtilmemiş;850.000
1683;23613257;Toyota;Corolla;1.4 D-4D Comfort;2011;184.000 km;Düz;Dizel;Sedan;Gri (Gümüş);1364 cc;90 hp;Önden Çekiş;4,7 lt;55 lt;Belirtilmemiş;528.500
1684;23613189;Toyota;Corolla;1.33 Life;2015;82.000 km;Düz;Benzin;Sedan;Beyaz;1329 cc;99 hp;Önden Çekiş;5,8 lt;55 lt;Tamamı orjinal;770.000
1685;23612894;Toyota;Corolla;1.4 D-4D Comfort Extra;2012;233.000 km;Düz;Dizel;Sedan;Füme;1364 cc;90 hp;Önden Çekiş;4,7 lt;55 lt;1 değişen;680.000
1686;23612853;Toyota;Corolla;1.4 D-4D Comfort Extra;2012;233.000 km;Düz;Dizel;Sedan;Füme;1364 cc;90 hp;Önden Çekiş;4,7 lt;55 lt;1 değişen;680.000
1687;23251645;Toyota;Corolla;1.4 D-4D Comfort;2012;147.000 km;Düz;Dizel;Sedan;Gri (Gümüş);1364 cc;90 hp;Önden Çekiş;4,7 lt;55 lt;Tamamı orjinal;730.000
1688;17366301;Toyota;Yaris;1.33 Terra Sporty;2010;231.000 km;Düz;Benzin;Hatchback/5;Siyah;1329 cc;101 hp;Önden Çekiş;5,1 lt;42 lt;Tamamı orjinal;469.000
1689;23255837;Toyota;Corolla;1.6 Life;2018;43.000 km;Düz;LPG & Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;6,3 lt;55 lt;1 değişen;825.000
1690;23610451;Toyota;Auris;1.6 Active;2016;87.500 km;Otomatik;LPG & Benzin;Hatchback/5;Beyaz;1598 cc;132 hp;Önden Çekiş;6,1 lt;50 lt;Tamamı orjinal;900.000
1691;23611954;Toyota;Corolla;1.5 Vision;2021;37.000 km;Otomatik;Benzin;Sedan;Beyaz;1490 cc;125 hp;Önden Çekiş;5,8 lt;50 lt;Tamamı orjinal;932.000
1692;23609617;Toyota;Corolla;1.33 Life;2017;70.000 km;Düz;Benzin;Sedan;Beyaz;1329 cc;99 hp;Önden Çekiş;5,8 lt;55 lt;Belirtilmemiş;740.000
1693;23611206;Toyota;Corolla;1.4 D-4D Comfort Extra;2012;122.000 km;Yarı Otomatik;Dizel;Sedan;Gri (Gümüş);1364 cc;90 hp;Önden Çekiş;4,8 lt;55 lt;Tamamı orjinal;729.000
1694;23610702;Toyota;Corolla;1.33 Life;2017;59.800 km;Düz;Benzin;Sedan;Beyaz;1329 cc;99 hp;Önden Çekiş;5,8 lt;55 lt;Tamamı orjinal;790.000
1695;23611584;Toyota;Corolla;1.5 Vision;2021;35.000 km;Otomatik;Benzin;Sedan;Gri;1490 cc;125 hp;Önden Çekiş;5,8 lt;50 lt;Tamamı orjinal;949.000
1696;23609737;Toyota;Corolla;1.33 Life;2015;161.000 km;Düz;LPG & Benzin;Sedan;Beyaz;1329 cc;99 hp;Önden Çekiş;5,8 lt;55 lt;Tamamı orjinal;700.000
1697;23609649;Toyota;Corolla;1.6 Life;2018;83.000 km;Düz;LPG & Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;6,3 lt;55 lt;Tamamı orjinal;865.000
1698;23611683;Toyota;Corolla;1.6 Elegant;2011;42.207 km;Düz;Benzin;Sedan;Gri (Gümüş);1598 cc;124 hp;Önden Çekiş;7 lt;55 lt;Tamamı orjinal;870.000
1699;23610175;Toyota;Corolla;1.33 Life;2017;75.000 km;Düz;Benzin;Sedan;Beyaz;1329 cc;99 hp;Önden Çekiş;5,8 lt;55 lt;Belirtilmemiş;790.000
1700;23609114;Toyota;Corolla;1.6 Advance;2017;37.050 km;Otomatik;Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;6,1 lt;55 lt;Tamamı orjinal;925.000
1701;23164493;Toyota;Corolla;1.4 D-4D Class;2010;230.000 km;Düz;Dizel;Sedan;Gri;1365 cc;90 hp;Önden Çekiş;4,9 lt;55 lt;3 değişen, 4 boyalı;460.000
1703;23136942;Toyota;Corolla;1.4 D-4D Premium;2016;128.000 km;Otomatik;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;Tamamı orjinal;928.500
1704;22696641;Toyota;Auris;1.6 Advance Skypack;2015;51.500 km;Otomatik;Benzin;Hatchback/5;Beyaz;1598 cc;132 hp;Önden Çekiş;6,1 lt;50 lt;1 değişen, 3 boyalı;938.900
1705;22702735;Toyota;Corolla;1.33 Life;2017;42.000 km;Düz;Benzin;Sedan;Gri (titanyum);1329 cc;99 hp;Önden Çekiş;5,8 lt;55 lt;Tamamı orjinal;770.000
1706;23612167;Toyota;Corolla;1.4 D-4D Elegant;2011;174.000 km;Düz;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,8 lt;55 lt;Tamamı orjinal;695.000
1707;23612016;Toyota;Auris;1.6 Advance;2013;155.000 km;Otomatik;LPG & Benzin;Hatchback/5;Siyah;1598 cc;132 hp;Önden Çekiş;5,7 lt;50 lt;5 değişen, 5 boyalı;645.000
1708;23611505;Toyota;Corolla;1.4 D-4D Premium 50.Yıl;2018;39.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;Belirtilmemiş;1.115.000
1709;23609938;Toyota;Corolla;1.2 Turbo Flame X-Pack;2020;42.000 km;Otomatik;Benzin;Hatchback/5;Mavi;1197 cc;116 hp;Önden Çekiş;5,8 lt;50 lt;Tamamı orjinal;1.205.000
1710;23611167;Toyota;Corolla;1.4 D-4D Comfort Extra;2012;260.000 km;Yarı Otomatik;Dizel;Sedan;Gri (Gümüş);1364 cc;90 hp;Önden Çekiş;4,8 lt;55 lt;Belirtilmemiş;610.000
1711;23611355;Toyota;Corolla;1.6 Life;2018;80.000 km;Düz;LPG & Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;6,3 lt;55 lt;Tamamı orjinal;850.000
1712;23608945;Toyota;Corolla;1.4 D-4D Comfort Extra;2012;153.500 km;Yarı Otomatik;Dizel;Sedan;Gri (Gümüş);1364 cc;90 hp;Önden Çekiş;4,8 lt;55 lt;2 değişen, 5 boyalı;610.000
1714;23605992;Toyota;Corolla;1.4 D-4D Touch;2015;154.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;1 değişen, 3 boyalı;780.000
1715;23608195;Toyota;Auris;1.33 Comfort;2012;129.500 km;Düz;LPG & Benzin;Hatchback/5;Beyaz;1329 cc;99 hp;Önden Çekiş;6 lt;55 lt;1 boyalı;600.000
1716;23608596;Toyota;Auris;1.6 Active;2018;140.000 km;Otomatik;Benzin;Hatchback/5;Beyaz;1598 cc;132 hp;Önden Çekiş;6,1 lt;50 lt;2 değişen, 2 boyalı;770.000
1717;23607298;Toyota;Corolla;1.6 Comfort;2011;194.000 km;Otomatik;LPG & Benzin;Sedan;Gri (Gümüş);1598 cc;124 hp;Önden Çekiş;7,1 lt;55 lt;2 değişen, 4 boyalı;640.000
1718;23606443;Toyota;Corolla;1.6 Vision;2019;46.000 km;Yarı Otomatik;Benzin;Sedan;Mavi;1598 cc;132 hp;Önden Çekiş;5,5 lt;50 lt;Tamamı orjinal;929.000
1719;23608067;Toyota;Auris;1.6 Comfort Extra;2012;145.000 km;Düz;LPG & Benzin;Hatchback/5;Beyaz;1598 cc;132 hp;Önden Çekiş;6,6 lt;55 lt;Tamamı orjinal;720.000
1721;23608168;Toyota;Corolla;1.33 Life;2016;106.300 km;Düz;LPG & Benzin;Sedan;Beyaz;1329 cc;99 hp;Önden Çekiş;5,8 lt;55 lt;Tamamı orjinal;758.000
1722;23607906;Toyota;Auris;1.33 Life;2015;53.287 km;Düz;Benzin;Hatchback/5;Beyaz;1329 cc;99 hp;Önden Çekiş;5,5 lt;50 lt;Tamamı orjinal;720.000
1723;23606630;Toyota;Corolla;1.33 Life;2016;99.000 km;Düz;LPG & Benzin;Sedan;Kahverengi;1329 cc;99 hp;Önden Çekiş;5,8 lt;55 lt;8 boyalı;669.000
1724;23607801;Toyota;Auris;1.4 D-4D Comfort Extra;2012;202.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1364 cc;90 hp;Önden Çekiş;4,8 lt;55 lt;1 değişen;645.000
1725;22203230;Toyota;Corolla;1.6 Dream;2020;38.000 km;Otomatik;Benzin;Sedan;Şampanya;1598 cc;132 hp;Önden Çekiş;5,5 lt;50 lt;Tamamı orjinal;1.060.000
1726;23605918;Toyota;Auris;1.6 Active Skypack;2015;75.000 km;Otomatik;LPG & Benzin;Hatchback/5;Beyaz;1598 cc;132 hp;Önden Çekiş;6,1 lt;50 lt;Tamamı orjinal;815.000
1727;23605533;Toyota;Corolla;1.4 D-4D Advance;2014;126.500 km;Düz;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;Belirtilmemiş;790.000
1728;23605317;Toyota;Corolla;1.5 Flame X-Pack;2022;6.001 km;Otomatik;Benzin;Sedan;Gri (metalik);1490 cc;125 hp;Önden Çekiş;5,8 lt;50 lt;Tamamı orjinal;1.200.000
1730;23605131;Toyota;Corolla;1.6 Premium;2013;148.000 km;Otomatik;LPG & Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;6,1 lt;55 lt;5 boyalı;840.000
1732;23605009;Toyota;Corolla;1.33 Life;2016;68.000 km;Düz;LPG & Benzin;Sedan;Beyaz;1329 cc;99 hp;Önden Çekiş;5,8 lt;55 lt;Tamamı orjinal;700.000
1733;23244176;Toyota;Corolla;1.4 D-4D Elegant;2012;105.000 km;Düz;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,8 lt;55 lt;Belirtilmemiş;754.000
1734;23604886;Toyota;Corolla;1.6 Advance;2017;77.800 km;Otomatik;LPG & Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;6,1 lt;55 lt;Tamamı orjinal;925.000
1735;23604876;Toyota;Corolla;1.33 Life;2015;51.300 km;Düz;Benzin;Sedan;Beyaz;1329 cc;99 hp;Önden Çekiş;5,8 lt;55 lt;Belirtilmemiş;780.000
1736;23604738;Toyota;Yaris;1.33 Style;2016;41.500 km;Otomatik;Benzin;Hatchback/5;Gri (metalik);1329 cc;99 hp;Önden Çekiş;4,8 lt;42 lt;Tamamı orjinal;830.000
1737;23604222;Toyota;Corolla;1.4 D-4D Touch;2015;155.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;Tamamı orjinal;795.000
1738;22760582;Toyota;Auris;1.33 Life;2013;109.000 km;Düz;LPG & Benzin;Hatchback/5;Gri (metalik);1329 cc;99 hp;Önden Çekiş;5,5 lt;50 lt;1 değişen, 2 boyalı;620.000
1739;23604148;Toyota;Corolla;1.6 Comfort Extra;2012;93.000 km;Düz;LPG & Benzin;Sedan;Siyah;1598 cc;124 hp;Önden Çekiş;7 lt;55 lt;4 boyalı;705.000
1740;23603844;Toyota;Yaris;1.33 Fun;2012;110.000 km;Düz;LPG & Benzin;Hatchback/5;Beyaz;1329 cc;99 hp;Önden Çekiş;5,2 lt;42 lt;Belirtilmemiş;525.000
1741;23603618;Toyota;Auris;1.6 Advance Skypack;2015;108.900 km;Otomatik;LPG & Benzin;Hatchback/5;Beyaz;1598 cc;132 hp;Önden Çekiş;6,1 lt;50 lt;2 değişen, 1 boyalı;829.900
1742;23603352;Toyota;Corolla;1.5 Dream;2023;9.000 km;Otomatik;Benzin;Sedan;Siyah;1490 cc;125 hp;Önden Çekiş;6,3 lt;50 lt;Tamamı orjinal;1.145.000
1743;23603034;Toyota;Auris;1.33 Life;2017;88.000 km;Düz;Benzin;Hatchback/5;Beyaz;1329 cc;99 hp;Önden Çekiş;5,8 lt;50 lt;Belirtilmemiş;705.000
1744;23602927;Toyota;Avensis;1.6 Elegant Extra;2013;204.000 km;Düz;Benzin;Sedan;Siyah;1598 cc;132 hp;Önden Çekiş;6,5 lt;60 lt;1 boyalı;722.500
1745;23570903;Toyota;Corolla;1.4 D-4D Touch;2018;196.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;Belirtilmemiş;798.000
1746;23602883;Toyota;Auris;1.4 D-4D Active Skypack;2014;134.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1364 cc;90 hp;Önden Çekiş;4,2 lt;50 lt;Tamamı orjinal;850.000
1747;23602602;Toyota;Corolla;1.6 Premium;2013;158.000 km;Düz;LPG & Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;6,3 lt;55 lt;Tamamı orjinal;855.000
1748;23600443;Toyota;Corolla;1.5 Dream X-Pack;2023;6.500 km;Otomatik;Benzin;Sedan;Beyaz;1490 cc;125 hp;Önden Çekiş;6,3 lt;50 lt;Belirtilmemiş;900.000
1749;23600481;Toyota;Corolla;1.4 D-4D Advance;2016;142.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;2 boyalı;820.000
1750;23601914;Toyota;Yaris;1.0 Life;2016;56.000 km;Düz;LPG & Benzin;Hatchback/5;Beyaz;998 cc;69 hp;Önden Çekiş;4,7 lt;42 lt;Tamamı orjinal;605.000
1751;23601501;Toyota;Corolla;1.33 Life;2014;112.000 km;Düz;Benzin;Sedan;Gri (metalik);1329 cc;99 hp;Önden Çekiş;5,8 lt;55 lt;1 boyalı;698.000
1752;23601370;Toyota;Corolla;1.33 Life;2015;172.000 km;Düz;LPG & Benzin;Sedan;Beyaz;1329 cc;99 hp;Önden Çekiş;5,8 lt;55 lt;2 boyalı;700.000
1753;23601198;Toyota;Corolla;1.4 D-4D Advance;2013;197.000 km;Yarı Otomatik;Dizel;Sedan;Siyah;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;Belirtilmemiş;720.000
1754;23600707;Toyota;Corolla;1.33 Life;2014;62.000 km;Düz;Benzin;Sedan;Beyaz;1329 cc;99 hp;Önden Çekiş;5,8 lt;55 lt;1 değişen, 1 boyalı;750.000
1756;23601189;Toyota;Corolla;1.6 Life;2018;57.300 km;Düz;Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;6,3 lt;55 lt;Belirtilmemiş;855.000
1757;23599227;Toyota;Corolla;1.4 D-4D Advance;2015;135.900 km;Düz;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;Belirtilmemiş;770.000
1759;22425477;Toyota;Corolla;1.8 Hybrid Dream X-Pack;2023;10.000 km;Otomatik;Hibrit;Hatchback/5;Mavi (metalik);1798 cc;98 hp;Önden Çekiş;3,5 lt;43 lt;Tamamı orjinal;1.559.300
1762;23601450;Toyota;Corolla;1.4 D-4D Advance;2014;132.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;Belirtilmemiş;830.000
1763;23601277;Toyota;Corolla;1.6 Touch;2016;88.000 km;Otomatik;LPG & Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;6,1 lt;55 lt;Tamamı orjinal;980.000
1764;23600805;Toyota;Auris;1.6 Advance Skypack;2013;55.400 km;Otomatik;Benzin;Hatchback/5;Beyaz;1598 cc;132 hp;Önden Çekiş;5,7 lt;50 lt;1 değişen, 1 boyalı;865.000
1765;23600577;Toyota;Auris;1.6 Advance Skypack;2015;75.000 km;Otomatik;Benzin;Hatchback/5;Mavi (metalik);1598 cc;132 hp;Önden Çekiş;6,1 lt;50 lt;1 değişen, 3 boyalı;840.000
1766;20766937;Toyota;Corolla;1.6 Vision;2020;28.500 km;Yarı Otomatik;Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;5,5 lt;50 lt;Tamamı orjinal;950.000
1767;21440974;Toyota;Corolla;1.4 D-4D Touch;2013;157.900 km;Düz;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;Tamamı orjinal;810.000
1768;23599597;Toyota;Corolla;1.5 Vision;2021;13.100 km;Otomatik;Benzin;Sedan;Beyaz;1490 cc;125 hp;Önden Çekiş;5,8 lt;50 lt;Tamamı orjinal;980.000
1769;23599334;Toyota;Corolla;1.33 Life;2016;40.800 km;Düz;Benzin;Sedan;Siyah;1329 cc;99 hp;Önden Çekiş;5,8 lt;55 lt;Tamamı orjinal;810.000
1770;23599250;Toyota;Auris;1.4 D-4D Premium;2013;80.000 km;Düz;Dizel;Hatchback/5;Beyaz;1364 cc;90 hp;Önden Çekiş;4,2 lt;50 lt;3 boyalı;860.000
1771;23235531;Toyota;Corolla;1.6 Flame X Pack;2019;27.000 km;Otomatik;Benzin;Sedan;Gri (metalik);1598 cc;132 hp;Önden Çekiş;5,5 lt;50 lt;Belirtilmemiş;1.200.000
1772;23598686;Toyota;Corolla;1.6 Advance;2015;90.000 km;Otomatik;LPG & Benzin;Sedan;Füme;1598 cc;132 hp;Önden Çekiş;6,1 lt;55 lt;Belirtilmemiş;930.000
1773;23471485;Toyota;Auris;1.6 Comfort Extra;2011;121.136 km;Otomatik;LPG & Benzin;Hatchback/5;Gri (Gümüş);1598 cc;124 hp;Önden Çekiş;7,1 lt;55 lt;1 değişen, 5 boyalı;700.000
1774;23239932;Toyota;Yaris;1.33 Terra Sporty;2011;159.000 km;Düz;LPG & Benzin;Hatchback/5;Gri (Gümüş);1329 cc;101 hp;Önden Çekiş;5,1 lt;42 lt;8 boyalı;465.000
1775;23285926;Toyota;Corolla;1.4 D-4D Premium;2016;102.000 km;Düz;Dizel;Sedan;Gri (metalik);1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;Tamamı orjinal;909.000
1777;23239621;Toyota;Corolla;1.33 Life;2014;100.000 km;Düz;Benzin;Sedan;Beyaz;1329 cc;99 hp;Önden Çekiş;5,8 lt;55 lt;Tamamı orjinal;730.000
1778;23597899;Toyota;Auris;1.4 D-4D Comfort Extra;2010;242.000 km;Düz;Dizel;Hatchback/5;Gri;1364 cc;90 hp;Önden Çekiş;4,7 lt;55 lt;1 değişen;580.000
1779;23597485;Toyota;Corolla;1.33 Life;2016;71.000 km;Düz;Benzin;Sedan;Beyaz;1329 cc;99 hp;Önden Çekiş;5,8 lt;55 lt;2 boyalı;780.000
1780;23596449;Toyota;Auris;1.4 D-4D Active Skypack;2013;124.900 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1364 cc;90 hp;Önden Çekiş;4,2 lt;50 lt;3 boyalı;760.000
1781;23593988;Toyota;Corolla;1.4 D-4D Advance;2015;134.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;1 değişen, 5 boyalı;749.000
1782;23595168;Toyota;Corolla;1.4 D-4D Advance;2015;128.000 km;Düz;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;Tamamı orjinal;815.000
1783;23595803;Toyota;Corolla;1.6 Vision;2020;67.000 km;Yarı Otomatik;LPG & Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;5,5 lt;50 lt;Tamamı orjinal;980.000
1784;23594630;Toyota;Yaris;1.0 Vision;2021;11.994 km;Düz;Benzin;Hatchback/5;Gri (metalik);998 cc;72 hp;Önden Çekiş;4,5 lt;42 lt;Tamamı orjinal;762.000
1785;23595128;Toyota;Auris;1.4 D-4D Comfort Extra;2012;183.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1364 cc;90 hp;Önden Çekiş;4,8 lt;55 lt;1 değişen, 3 boyalı;605.000
1786;23594046;Toyota;Corolla;1.4 D-4D Advance;2015;186.000 km;Yarı Otomatik;Dizel;Sedan;Siyah;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;1 değişen, 2 boyalı;760.000
1787;23593954;Toyota;Corolla;1.33 Life;2016;129.500 km;Düz;Benzin;Sedan;Beyaz;1329 cc;99 hp;Önden Çekiş;5,8 lt;55 lt;Tamamı orjinal;680.000
1788;23596299;Toyota;Corolla;1.6 Life;2018;50.000 km;Düz;LPG & Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;6,3 lt;55 lt;Tamamı orjinal;905.000
1789;23595945;Toyota;Corolla;1.8 Hybrid Dream;2021;62.000 km;Otomatik;Hibrit;Sedan;Gri;1798 cc;98 hp;Önden Çekiş;3,5 lt;43 lt;Tamamı orjinal;1.080.000
1790;23596332;Toyota;Corolla;1.4 D-4D Touch;2017;133.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;Tamamı orjinal;890.000
1791;23595344;Toyota;Corolla;1.33 Life;2017;46.000 km;Düz;LPG & Benzin;Sedan;Beyaz;1329 cc;99 hp;Önden Çekiş;5,8 lt;55 lt;Tamamı orjinal;849.000
1792;23594503;Toyota;Corolla;1.33 Life;2016;71.000 km;Düz;Benzin;Sedan;Beyaz;1329 cc;99 hp;Önden Çekiş;5,8 lt;55 lt;3 boyalı;735.000
1793;23594955;Toyota;Corolla;1.6 Touch;2017;24.000 km;Düz;Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;6,3 lt;55 lt;Tamamı orjinal;875.000
1794;23137096;Toyota;Corolla;1.4 D-4D Comfort Extra;2011;217.000 km;Düz;Dizel;Sedan;Füme;1364 cc;90 hp;Önden Çekiş;4,7 lt;55 lt;Tamamı orjinal;680.000
1797;23594601;Toyota;Auris;1.6 Comfort Extra;2010;110.000 km;Düz;LPG & Benzin;Hatchback/5;Gri;1598 cc;132 hp;Önden Çekiş;6,6 lt;55 lt;1 boyalı;685.000
1798;22920344;Toyota;Corolla;1.5 Dream;2021;33.000 km;Otomatik;Benzin;Sedan;Mavi;1490 cc;125 hp;Önden Çekiş;5,8 lt;50 lt;Tamamı orjinal;1.129.000
1799;23593484;Toyota;Corolla;1.8 Hybrid Dream;2022;21.000 km;Otomatik;Hibrit;Hatchback/5;Gri (Gümüş);1798 cc;98 hp;Önden Çekiş;3,5 lt;43 lt;Tamamı orjinal;1.295.000
1800;23593464;Toyota;Corolla;1.6 Advance;2014;125.000 km;Otomatik;LPG & Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;6,1 lt;55 lt;2 boyalı;795.000
1801;23593315;Toyota;Corolla;1.4 D-4D Elegant;2012;259.000 km;Düz;Dizel;Sedan;Gri;1364 cc;90 hp;Önden Çekiş;4,8 lt;55 lt;Belirtilmemiş;575.000
1802;23227413;Toyota;Corolla;1.4 D-4D Comfort Extra;2012;148.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,8 lt;55 lt;2 boyalı;730.000
1803;23213359;Toyota;Corolla;1.4 D-4D Comfort;2011;220.000 km;Düz;Dizel;Sedan;Gri;1364 cc;90 hp;Önden Çekiş;4,7 lt;55 lt;Tamamı orjinal;635.000
1805;23593254;Toyota;Yaris;1.0 Vision;2022;26.000 km;Düz;Benzin;Hatchback/5;Gri (metalik);998 cc;72 hp;Önden Çekiş;4,5 lt;42 lt;Tamamı orjinal;700.000
1806;22670961;Toyota;Corolla;1.4 D-4D Comfort Extra;2011;182.500 km;Yarı Otomatik;Dizel;Sedan;Siyah;1364 cc;90 hp;Önden Çekiş;4,8 lt;55 lt;2 boyalı;735.000
1807;23592747;Toyota;Corolla;1.33 Life;2014;147.500 km;Düz;LPG & Benzin;Sedan;Beyaz;1329 cc;99 hp;Önden Çekiş;5,8 lt;55 lt;1 boyalı;682.000
1808;23229601;Toyota;Corolla;1.8 Hybrid Dream;2019;86.000 km;Otomatik;Hibrit;Sedan;Mavi (metalik);1798 cc;98 hp;Önden Çekiş;3,5 lt;43 lt;Tamamı orjinal;999.500
1809;23592670;Toyota;Yaris;1.5 Fun Special;2019;58.000 km;Otomatik;Benzin;Hatchback/5;Beyaz;1496 cc;111 hp;Önden Çekiş;4,8 lt;42 lt;Belirtilmemiş;812.000
1810;23592498;Toyota;Corolla;1.6 Touch;2015;37.000 km;Düz;Benzin;Sedan;Kahverengi;1598 cc;132 hp;Önden Çekiş;6,3 lt;55 lt;Tamamı orjinal;820.000
1811;23592465;Toyota;Corolla;1.33 Life;2016;62.500 km;Düz;Benzin;Sedan;Beyaz;1329 cc;99 hp;Önden Çekiş;5,8 lt;55 lt;Belirtilmemiş;815.000
1812;23336975;Toyota;Corolla;1.33 Comfort;2011;94.000 km;Düz;Benzin;Sedan;Gri (Gümüş);1329 cc;99 hp;Önden Çekiş;5,9 lt;55 lt;Tamamı orjinal;590.000
1813;23591525;Toyota;Avensis;1.6 Elegant Extra;2011;199.826 km;Düz;LPG & Benzin;Sedan;Siyah;1598 cc;132 hp;Önden Çekiş;6,6 lt;60 lt;Belirtilmemiş;669.000
1814;23591826;Toyota;Corolla;1.6 Life;2018;36.500 km;Düz;Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;6,3 lt;55 lt;Belirtilmemiş;980.000
1815;23591335;Toyota;Auris;1.4 D-4D Comfort Plus;2011;222.000 km;Düz;Dizel;Hatchback/5;Beyaz;1364 cc;90 hp;Önden Çekiş;5 lt;55 lt;4 değişen, 3 boyalı;519.000
1816;23591409;Toyota;Corolla;1.5 Dream X-Pack;2023;6.100 km;Otomatik;Benzin;Sedan;Beyaz;1490 cc;125 hp;Önden Çekiş;6,3 lt;50 lt;Tamamı orjinal;1.295.000
